COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CARACTER,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION
125754001159,I.E. JULIO CÉSAR TURBAY AYALA,MIXTO,OFICIAL,ACADÉMICO,URBANO,25754
125754001833,COLEGIO NUESTRA SENORA DE LAS MISERICORDIAS,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,25754
125754001957,INSTITUCION EDUCATIVA CIUDADELA  SUCRE,MIXTO,OFICIAL,ACADÉMICO,URBANO,25754
125754002147,INSTITUCION EDUCATIVA  SAN MATEO,MIXTO,OFICIAL,ACADÉMICO,URBANO,25754
141001000031,TECNICO SUPERIOR,MIXTO,OFICIAL,TÉCNICO,URBANO,41001
125754001973,INSTITUCION EDUCATIVA CAZUCA,MIXTO,OFICIAL,ACADÉMICO,URBANO,25754
225754000661,INSITITUCION EDUCATIVA EUGENIO DIAZ CASTRO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,25754
141001000040,PROMOCION SOCIAL,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
125754003267,INSTITUCION EDUCATIVA COMPARTIR,MIXTO,OFICIAL,ACADÉMICO,URBANO,25754
125754002538,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,MIXTO,OFICIAL,ACADÉMICO,URBANO,25754
125754002554,INSTITUCION EDUCATIVA BUENOS AIRES,MIXTO,OFICIAL,ACADÉMICO,URBANO,25754
141001001259,JUAN DE CABRERA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
125754003569,INSTITUCION EDUCATIVA  NUEVO COMPARTIR,MIXTO,OFICIAL,ACADÉMICO,URBANO,25754
125754005189,COLEGIO BENEDICTO XVI,MIXTO,OFICIAL,NO APLICA,URBANO,25754
125758000084,INSTITUCION EDUCATIVA PABLO VI,MIXTO,OFICIAL,ACADÉMICO,URBANO,25758
125785000100,IED INSTITUTO TECNICO COMERCIAL JOSE DE SAN MARTIN ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25785
125793000160,I.E.D. INTEGRADA DE TAUSA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25793
125799000161,I.E.D. ENRIQUE SANTOS MONTEJO,MIXTO,OFICIAL,ACADÉMICO,URBANO,25799
125758002915,INSTITUCION EDUCATIVA COMPLEJO EDUCATIVO INTEGRAL SOPO,MIXTO,OFICIAL,ACADÉMICO,URBANO,25758
125769000213,INSTITUCIO EDUCATIVA DEPARTAMENTAL  RICARDO GONZALEZ,MIXTO,OFICIAL,ACADÉMICO,URBANO,25769
225769000552,INSTITUCION EDUCATIVA DEPARTAMENTAL  CAMPO ALEGRE,MIXTO,OFICIAL,ACADÉMICO,URBANO,25260
125772000194,INSTITUCION EDUCATIVA DEPARTAMENTAL GONZALO JIMENEZ DE QUESADA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25772
125779000149,I.E.D. TISQUESUSA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25779
125777000168,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE LA SALUD,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25777
141001000899,SANTA TERESA,MIXTO,OFICIAL,TÉCNICO,URBANO,41001
125781000121,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADA DE SUTATAUSA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25781
141001002557,ANGEL MARIA PAREDES,MIXTO,OFICIAL,NO APLICA,URBANO,41001
125797000130,INSTITUCION EDUCATIVA DEPARTAMENTAL FIDEL CANO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25797
125805000012,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL DE TIBACUY,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25805
125807000257,INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR AGUSTIN GUTIERREZ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25807
125817000115,INSTITUCION EDUCATIVA DEPARTAMENTAL DE BACHILLERATO TECNICO COMERCIA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25817
125841000215,INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO TECNICO DE ORIENTE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25841
125867000159,I.E.D. VICTOR MANUEL LONDOÑO,MIXTO,OFICIAL,ACADÉMICO,URBANO,25867
125823000291,INSTITUCION EDUCATIVA DEPARTAMENTAL DE TOPAIPI,MIXTO,OFICIAL,ACADÉMICO,RURAL,25823
125839000488,INSTITUCION EDUCATIVA DEPARTAMENTAL  DE UBALA,MIXTO,OFICIAL,ACADÉMICO,URBANO,25839
125843000255,INSTITUCION EDUCATIVA DEPARTAMENTAL BOLIVAR,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25843
125843000247,INSTITUCION EDUCATIVA DEPARTAMENTAL NORMAL SUPERIOR,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25843
125843000221,INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA MARIA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25843
125845000244,INSTITUCION EDUCATIVA DEPARTAMENTAL FIDEL LEAL Y BERNABE RIVEROS,MIXTO,OFICIAL,ACADÉMICO,URBANO,25845
125862000355,INSTITUCION EDUCATIVA DEPARTAMENTAL  FIDEL LEON TRIANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,25862
125875000265,INSTITUTO NACIONAL DE PROMOCION SOCIAL,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25875
125899001394,I.E.M. LUIS ORJUELA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25899
125851000116,INSTITUCION EDUCATIVA DEPARTAMENTAL MANUEL MURILLO TORO,MIXTO,OFICIAL,ACADÉMICO,URBANO,25851
125871000163, INSTITUCION EDUCATIVA DEPARTAMENTAL MISAEL GOMEZ ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25871
125873000209,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25873
141001004398,JOSE EUSTASIO RIVERA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
125873000403,INSTITUCION EDUCATIVA DEPARTAMENTAL URBANA LUIS ANTONIO ESCOBAR,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25873
125875000281,INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25875
125899000657,I.E.M. LICEO INTEGRADO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25899
125878000029,INSTITUCION EDUCATIVA DEPTAL. FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25878
225899000295,I.E.M. LA GRANJA,MIXTO,OFICIAL,ACADÉMICO,RURAL,25899
227001018200,IE TECNICA ANTONIO RICAURTE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27001
125885001596,INSTITUCION EDUCATIVA DEPARTAMENTAL EDUARDO SANTOS,MIXTO,OFICIAL,ACADÉMICO,URBANO,25885
125898000203,INSTITUCION EDUCATIVA DEPARTAMENTAL ZIPACON,MIXTO,OFICIAL,ACADÉMICO,URBANO,25898
125899000134,I.E.M. GUILLERMO QUEVEDO ZORNOZA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25899
127001000411,IE ARMANDO LUNA ROA,MIXTO,OFICIAL,ACADÉMICO,URBANO,27001
125899000461,I.E.M. CUNDINAMARCA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25899
127001000225,IE FEM DE ENSEÑANZA MEDIA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27001
125899000631,I.E.M. TECNICO INDUSTRIAL,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25899
125899000592,I.E.M. SAN JUAN BAUTISTA DE LA SALLE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25899
141001003171,LUIS IGNACIO ANDRADE,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
125899000762,I.E.M. SANTIAGO PEREZ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,25899
141001000058,DEPARTAMENTAL TIERRA DE PROMISIÓN,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
127001003534,IE JOSE DEL CARMEN CUESTA RENTERIA,MIXTO,OFICIAL,ACADÉMICO,URBANO,27001
327001001000,IE SANTO DOMINGO SAVIO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27001
141001004452,EL LIMONAR,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
127001000446,IE NORMAL SUPERIOR DE QUIBDO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27001
127001000233,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27001
127001000268,IE ANTONIO MARIA CLARET,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27001
127001000853,IE GIMNASIO DE QUIBDO,MIXTO,OFICIAL,ACADÉMICO,URBANO,27001
127001001256,IE SANTO DOMINGO DE GUZMAN,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27001
127001001621,IE MANUEL AGUSTIN SANTACOLOMA VILLA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27001
141001001593,SAN MIGUEL ARCANGEL,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
141001001763,AGUSTIN CODAZZI,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
127001002937,CE INDÍGENA ISAAC LANA NARAMPIA,MIXTO,OFICIAL,NO APLICA,RURAL,27600
127001004107,IE MIA ROGERIO VELASQUEZ MURILLO,MIXTO,OFICIAL,ACADÉMICO,URBANO,27001
127001004158,IE ISAAC RODRIGUEZ MARTINEZ,MIXTO,OFICIAL,,URBANO,27001
127001017560,CENTRO EDUCATIVO INDIGENA JOSE MELANIO TUNAY DEL 21,MIXTO,OFICIAL,NO APLICA,RURAL,27001
127001017896,ADVENTISTA DE QUIBDO BOLIVAR ESCANDON,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,27001
227001001684,IE  MIGUEL ANTONIO CAICEDO MENA - OBAPO,MIXTO,OFICIAL,ACADÉMICO,URBANO,27001
127006000037,IE DIEGO LUIS CORDOBA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27006
127025000498,IE JULIO MEJIA VELEZ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27025
127073000017,IE CORAZON DE MARIA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27073
127073000041,IE NUESTRA SEÑORA DE LA CANDELARIA,MIXTO,OFICIAL,ACADÉMICO,URBANO,27073
127075000111,IE LUIS LOPEZ DE MESA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27075
127077000089,IE FRANCISCO PIZARRO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27077
141001002247,ESCUELA NORMAL SUPERIOR DE NEIVA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
227077000849,CE NUESTRA SEÑORA DEL CARMEN,MIXTO,OFICIAL,ACADÉMICO,RURAL,27077
341001004559,GABRIEL GARCIA MARQUEZ,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
127077005234,IE INDÍGENA EMBERA DE PIZARRO,MIXTO,OFICIAL,ACADÉMICO,URBANO,27077
127099000210,IE CESAR CONTO,MIXTO,OFICIAL,ACADÉMICO,URBANO,27099
127135000019,IE JOSE MANUEL PALACIOS PALACIOS,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27135
127205000011,IE MARIA AUXILIADORA,MIXTO,OFICIAL,TÉCNICO,URBANO,27205
127245000057,IE MARCO FIDEL SUAREZ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,27245
127361000129,IE NORMAL SUP NTRA SRA DE LAS MERCEDES,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27361
127361000439,IE ANDRES BELLO,MIXTO,OFICIAL,ACADÉMICO,URBANO,27361
127361002164,IE SAGRADA FAMILIA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27361
327361000187,IE NORMAL SUP SAN PIO X,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27361
327372000111,IE SAN ROQUE DE LA FRONTERA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27372
327413000024,IE ATRATO DE LLORO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27413
127430000021,IE NUESTRA SEÑORA DE LA POBREZA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,27430
327491000111,IE CARLOS HOLGUIN MALLARINO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,27491
127495000052,IE LITORAL PACIFICO DE NUQUI,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27495
127495000389,C.E. INDÍGENA PHUSABIDARA,MIXTO,OFICIAL,,RURAL,27495
127615000019,CE JORGE VALENCIA LOZANO,MIXTO,OFICIAL,,RURAL,27150
127615000027,IE ANTONIO RICAURTE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27615
127615000035,IE LA PRESENTACION,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27615
127615000043,IE SAULO SANCHEZ CORDOBA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27615
327787000982,IE NUESTRA SEÑORA DE LA POBREZA DE TADO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27787
227615000005,CE INDÍGENA BILINGUE VEQUERA DE PERANCHO CACARICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,27615
127615001902,IE NUESTROS ESFUERZOS,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,27615
127615060621,IE LA UNION DE BAJIRA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27086
127660000658,IE SAN JOSE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27660
127745000240,IE SAN AGUSTIN,MIXTO,OFICIAL,TÉCNICO,URBANO,27745
127787000029,IE NORMAL SUPERIOR DEMETRIO SALAZAR CASTILLO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27787
141001000082,OLIVERIO LARA BORRERO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
141001005866,ATANASIO GIRARDOT,MIXTO,OFICIAL,TÉCNICO,URBANO,41001
141001000066,LICEO DE SANTA LIBRADA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
141001060336,RODRIGO LARA BONILLA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
141001003341,INEM JULIAN MOTTA SALAS,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
141001002981,COL. ASOCIACION CULTURAL ELECTRUHUILA,MIXTO,NO OFICIAL,NO APLICA,URBANO,41001
141001003481,MISAEL PASTRANA BORRERO,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
141001003707,GIMN   COMUNAL ALBERTO AREVALO AREVALO,MIXTO,NO OFICIAL,NO APLICA,URBANO,41001
141001003855,TECNICO IPC ANDRES ROSA,MIXTO,OFICIAL,TÉCNICO,URBANO,41001
141001004061,CEINAR,MIXTO,OFICIAL,TÉCNICO,URBANO,41001
141001004312,HUMBERTO TAFUR CHARRY,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41001
141001005181,JAIRO MORERA LIZCANO,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
141001004720,EDUARDO SANTOS,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
141001005301,ENRIQUE OLAYA HERRERA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
341006001175,I.E. JOSE ACEVEDO Y GOMEZ,MIXTO,OFICIAL,ACADÉMICO,URBANO,41006
141001060441,CLARETIANO GUSTAVO TORRES PARRA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41001
141020000018,IE JUAN XXIII,MIXTO,OFICIAL,ACADÉMICO,URBANO,41020
341013000010,IE LA MERCED,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41013
141016000305,I.E. JESUS MARIA AGUIRRE CHARRY,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41016
141518000023,IE LUIS EDGAR DURAN RAMIREZ,MIXTO,OFICIAL,ACADÉMICO,URBANO,41518
144001001843,ISABEL MARIA CUESTA GONZALEZ,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
341026000035,IE DIVINO SALVADOR,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41026
141078000158,IE ANTONIO BARAYA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41078
144001000545,JOSE ANTONIO GALAN,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
144001002106,ECOLOGICA EL CARMEN,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
141132000045,IE JOSE HILARIO LOPEZ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41132
141132000703,IE EUGENIO FERRO FALLA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41132
141132000070,IE ECOPETROL,MIXTO,OFICIAL,ACADÉMICO,URBANO,41132
241132000937,IE LA VEGA,MIXTO,OFICIAL,TÉCNICO,RURAL,41132
244078001336,BALLENAS,MIXTO,OFICIAL,,RURAL,44078
141244000307,IE MARIA AUXILIADORA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41244
144430000073,INSTITUCION EDUCATIVA NO. 10,MIXTO,OFICIAL,ACADÉMICO,URBANO,44430
147001000285,IED MAGDALENA,MIXTO,OFICIAL,TÉCNICO,URBANO,47001
147001005481,IED 20 DE OCTUBRE,MIXTO,OFICIAL,ACADÉMICO,URBANO,47001
147189001488,IE MANUEL J. DEL CASTILLO,MIXTO,OFICIAL,ACADÉMICO,URBANO,47189
141206000701,IE PAULO VI,MIXTO,OFICIAL,ACADÉMICO,URBANO,41206
141298000019,IE SIMON BOLIVAR,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41298
141298000418,IE LUIS CALIXTO LEIVA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41298
141298000426,IE BARRIOS UNIDOS,MIXTO,OFICIAL,ACADÉMICO,URBANO,41298
141298001074,IE JENARO DIAZ JORDAN,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41298
141306000058,IE ISMAEL PERDOMO BORRERO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41306
141306000252,IE SOSIMO SUAREZ,MIXTO,OFICIAL,ACADÉMICO,URBANO,41306
141306000490,IE JOSE MIGUEL MONTALVO,MIXTO,OFICIAL,TÉCNICO,URBANO,41306
341396000182,IE MARILLAC,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41396
141319000570,IE MARIA AUXILIADORA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41319
141349000108,IE ROBERTO SUAZA MARQUINEZ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41349
141357000010,IE MARIA AUXILIADORA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41357
341359000423,I.E. JOSE EUSTACIO RIVERA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41359
241396000455,IE TECNICO AGRICOLA,MIXTO,OFICIAL,TÉCNICO,URBANO,41396
241359000453,IE BORDONES,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,41359
241378000014,IE ELISA BORRERO DE PASTRANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41378
141396000175,IE SAN SEBASTIAN,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41396
141396000191,IE LUIS  CARLOS TRUJILLO P,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41396
141396000442,IE MISAEL PASTRANA B,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41396
341483000024,IE LAS MERCEDES,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41483
341503000298,IE SAN JOSE,MIXTO,OFICIAL,ACADÉMICO,URBANO,41503
141524000302,IE PROMOCION SOCIAL,MIXTO,OFICIAL,ACADÉMICO,URBANO,41524
141524000744,IE SAN JUAN BOSCO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41524
141524001058,INSTITUCION EDUCATIVA JOSE REINEL CERQUERA,MIXTO,OFICIAL,ACADÉMICO,RURAL,41524
141524000825,IE SANTA ROSALIA,MIXTO,OFICIAL,ACADÉMICO,RURAL,41524
141530000446,IE PALESTINA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41530
141548000168,IE PROMOCION SOCIAL,MIXTO,OFICIAL,TÉCNICO,URBANO,41548
141551000268,IE MUNICIPAL HUMBERTO MUÑOZ ORDOÑEZ,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41551
141551000284,IE MUNICIPAL NORMAL SUPERIOR,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41551
141551000781,IE MUNICIPAL MONTESSORI,MIXTO,OFICIAL,ACADÉMICO,URBANO,41551
141551001230,IE MUNICIPAL NACIONAL,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41551
141551000381,I.E. MUNICIPAL LICEO SUR ANDINO,MIXTO,OFICIAL,ACADÉMICO,URBANO,41551
141551000829,IE MUNICIPAL WINNIPEG,MIXTO,OFICIAL,ACADÉMICO,URBANO,41551
141615000089,IE MISAEL PASTRANA B,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41615
341660000391,IE MISAEL PASTRANA B,MIXTO,OFICIAL,ACADÉMICO,URBANO,41660
141668000552,IE CARLOS RAMON REPIZO,MIXTO,OFICIAL,ACADÉMICO,URBANO,41668
141668000455,IE LAUREANO GOMEZ,MIXTO,OFICIAL,ACADÉMICO,URBANO,41668
141807000228,IE LA GAITANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41807
441551001012,IE MUNICIPAL JOSE EUSTASIO RIVERA,MIXTO,OFICIAL,ACADÉMICO,RURAL,41551
144001001053,CHON-KAY,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
341676000072,IE SANTA JUANA DE ARCO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41676
341770000060,IE SAN LORENZO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41770
141791000214,IE ESTEBAN ROJAS TOVAR,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41791
141797000488,IE OTONIEL ROJAS CORREA,MIXTO,OFICIAL,ACADÉMICO,URBANO,41797
341797000134,IE EL ROSARIO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41797
141799000311,IE LA ASUNCION,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41799
141801000111,IE MISAEL PASTRANA BORRERO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41801
141872000227,IE GABRIEL PLAZAS,MIXTO,OFICIAL,ACADÉMICO,URBANO,41872
141885000013,IE ANA ELISA CUENCA LARA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41885
144001000138,MARIA DORALIZA LOPEZ DE MEJIA,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
144001000235,INSTITUCION EDUCATIVA EUSEBIO SEPTIMIO MARI,MIXTO,OFICIAL,,URBANO,44001
144001001151,ALMIRANTE PADILLA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44001
244001002356,LIVIO REGINALDO FISCHIONE,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
144001001878,CENTRO DE INTEGRACION POPULAR,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
144001001941,INSTITUCION EDUCATIVA HELION PINEDO RIOS,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
144001002050,EUGENIA HERRERA,MIXTO,OFICIAL,TÉCNICO,RURAL,44001
144001003404,INSTITUCION EDUCATIVA DENZIL ESCOLAR,MIXTO,OFICIAL,ACADÉMICO,URBANO,44001
144078000599,INSTITUCIÂ¿N EDUCATIVA PAULO VI,MIXTO,OFICIAL,ACADÉMICO,URBANO,44078
144078000033,INSTITUCION EDUCATIVA TÉCNICA REMEDIOS SOLANO,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44078
144078000335,INSTITUCION EDUCATIVA JOSE AGUSTIN SOLANO,MIXTO,OFICIAL,NO APLICA,URBANO,44078
144279000392,INSTITUCION EDUCATIVA JUAN JACOBO ARAGON,MIXTO,OFICIAL,ACADÉMICO,URBANO,44279
144078000581,INSTITUCION ETNOEDUCATIVA MONTE ALVERNIA,MIXTO,OFICIAL,ACADÉMICO,RURAL,44078
144078001315,INSTITUCION EDUCATIVA RURAL  ELOY HERNANDEZ DIAZ,MIXTO,OFICIAL,ACADÉMICO,RURAL,44078
144110000016,INSTITUCION EDUCATIVA HELIODORO ALFREDO MONTERO DUARTE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44110
144110000067,I.E. AGROPECUARIA ISMAEL RODRIGUEZ FUENTES,MIXTO,OFICIAL,TÉCNICO,URBANO,44110
244078000577,INSTITUCIÂ¿N EDUCATIVA NUESTRA SEÂ¿ORA DEL CARMEN,MIXTO,OFICIAL,ACADÉMICO,URBANO,44378
244279001008,INSTITUCION EDUCATIVA ERNESTO PARODI MEDINA,MIXTO,OFICIAL,ACADÉMICO,URBANO,44279
144279000287,INSTITUCION EDUCATIVA MARIA INMACULADA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44279
144279000368,INSTITUCION EDUCATIVA ROIG Y VILLALBA,MIXTO,OFICIAL,TÉCNICO,URBANO,44279
144430000031,INSTITUCION EDUCATIVA NO 15,MIXTO,OFICIAL,,URBANO,44430
144430001231,INSTITUCION EDUCATIVA NO. 8,MIXTO,OFICIAL,ACADÉMICO,URBANO,44430
144430002491,CENTRO EDUCATIVO INDIGENA NO. 2,MIXTO,OFICIAL,NO APLICA,RURAL,44430
144279000635,INSTITUCION EDUCATIVA AGROPECUARIA DE FONSECA,MIXTO,OFICIAL,TÉCNICO,URBANO,44279
144430001550,INSTITUCION EDUCATIVA NO. 6,MIXTO,OFICIAL,ACADÉMICO,URBANO,44430
144430000669,INSTITUCION EDUCATIVA NO. 2,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44430
244430001635,INSTITUCION EDUCATIVA NO. 14,MIXTO,OFICIAL,ACADÉMICO,URBANO,44430
144430000499,INSTITUCION EDUCATIVA NO. 3,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44430
244560000100,INSTITUCION EDUCATIVA URBANA MIXTA NÂ°.1,MIXTO,OFICIAL,ACADÉMICO,URBANO,44560
